"","Community.Name","State","Region","Latitude","Longitude","cumi_mean","ComEng","ComRel","PC1_scores_pd","PC1_scores_pc","PC1_scores_pov","PC1_scores_lf","PC1_scores_hc","Hazard","Vulnerability","Exposure","Risk","RiskCategoryM1","RiskCategoryM2"
"125","Baldwin Harbor, NY","NY","Northeast",40.6299814,-73.6019913,263.984971086957,-0.182,-0.12,-0.796858692439625,0.31168763062306,-0.955626675790168,-0.567690933235386,-2.073661983924,3,1,1,3,"Low","Moderate"
"126","Baldwin Park, CA","CA","West Coast",34.0828245,-117.9712858,266.084638571429,-0.182,-0.12,0.690804657642427,2.49912424285757,0.619709000642055,-0.149133232566779,0.121744207535139,3,3,1,9,"High","High"
"127","Baldwin, FL","FL","Southeast",30.3077761,-81.9736653,63.2409628571429,-0.182,-0.12,1.84682042474454,0.196276271229737,0.750862495884811,-0.290758983074019,0.980398823784319,1,3,1,3,"Low","Moderate"
"128","Baldwin, LA","LA","Southeast",29.8412771,-91.5548856,132.19567125,-0.081,-0.082,2.90390091768189,0.312292994433151,1.42710124187667,0.435080759293798,1.51629065280533,2,4,1,8,"High","High"
"129","Baldwin, NY","NY","Northeast",40.6633742,-73.6107438,263.984971086957,-0.182,-0.12,-0.155509343985974,0.991387472097831,-0.527871872673751,-0.853389837925199,-1.12651818030926,3,1,1,3,"Low","Moderate"
"130","Ballard, CA","CA","West Coast",34.6304728,-120.1117821,275.5500794,-0.182,-0.12,-0.93937699816644,-0.702184996767387,-0.420911259979312,-0.513732154923648,-1.76498511970397,4,1,1,4,"Medium","Moderate"
"131","Balm, FL","FL","Southeast",27.7530394,-82.2894562,127.2513853125,-0.182,-0.12,0.408544124519615,0.269073229869302,-0.224393032559889,-0.737687112127706,0.510473489272181,2,2,1,4,"Medium","Moderate"
"132","Baltic, CT","CT","Northeast",41.6097028,-72.0818963,224.158710666667,-0.182,-0.12,0.518477101783056,-0.615814094427118,1.08988362432484,-0.87176362077722,0.118752333075878,2,2,1,4,"Medium","Moderate"
"133","Bandon, OR","OR","West Coast",43.1146897,-124.4155201,218.238476944444,0.231,-0.005,0.18608603374743,-0.657173987189167,1.37235600376405,0.893143112901541,1.18637520272324,2,3,2,12,"High","High"
"134","Bar Harbor, ME","ME","Northeast",44.39747,-68.2638076,323.707254166667,0.338,-0.015,-0.528398706511956,-0.671270177878395,-0.091777571675909,-0.959047662864451,0.469291110773508,4,1,2,8,"High","High"
"135","Bardmoor, FL","FL","Southeast",27.8560832,-82.7532399,133.744307741935,-0.182,-0.12,-0.113305659958651,-0.591816813695941,0.250566586684849,0.225104036915338,0.133436997386451,2,1,1,2,"Low","Low"
"136","Barnegat Light, NJ","NJ","Northeast",39.7520068,-74.1108933,239.46254328125,4.072,6.549,-1.51907762781681,-1.08531781680104,-1.22224652118724,2.30036048450288,-0.717828018830481,2,1,4,8,"High","High"
"137","Barnegat, NJ","NJ","Northeast",39.7539034,-74.2216543,235.948188392857,-0.064,-0.086,-0.110276279244414,-0.654351564038615,0.546622932228965,-0.192399793829611,-0.742580137123748,2,1,1,2,"Low","Low"
"138","Barnstable Town, MA","MA","Northeast",41.6614734,-70.356953,272.70734097561,1.003,-0.095,-0.488189325648154,-0.573702181841036,-0.310426805658597,0.00597722552464899,-0.160898521632061,4,1,2,8,"High","High"
"139","Barnum Island, NY","NY","Northeast",40.6063485,-73.6459824,263.747827608696,-0.182,-0.12,0.21305913009008,-0.0595832262418528,-0.704660421651479,-0.347689387885044,-1.12165107562491,3,1,1,3,"Low","Moderate"
"140","Barrett, TX","TX","Southeast",29.8654204,-95.052547,106.840355714286,-0.182,-0.12,2.9621865765007,1.28867979502539,1.92740549342494,0.334104644503765,0.949764344446802,1,4,1,4,"Medium","Moderate"
"141","Barrington, NJ","NJ","Northeast",39.8689182,-75.0514297,253.794673571429,-0.182,-0.12,-0.546596536475526,-0.542695795351539,-0.486595539588362,-0.663208041217608,0.0412654557089813,3,1,1,3,"Low","Moderate"
"142","Barrington, RI","RI","Northeast",41.7330374,-71.3196762,232.737918095238,-0.176,-0.119,-1.04547626023678,-0.818709479406847,-1.00997958156245,-0.626006464438538,-0.935453061001209,2,1,1,2,"Low","Low"
"143","Barrow (Utqiagvik), AK","AK","Alaska",71.2516793,-156.8005236,58.2471172413793,-0.159,-0.116,1.14329069616426,1.38335901062837,-0.28204720671978,-1.18377421112407,0.581955210010943,1,2,1,2,"Low","Low"
"144","Barview, OR","OR","West Coast",43.3479175,-124.3065425,214.381738690476,-0.182,-0.12,1.67760188523172,-1.12825904634749,0.189691263918325,1.57258799890576,1.37121817971892,2,3,1,6,"Medium-high","Moderate"
"145","Bass River/New Gretna, NJ","NJ","Northeast",39.6584431,-74.448127,234.713185416667,-0.132,-0.09,1.02023059365042,-1.14583933325603,0.181753285493058,-0.218749245783198,0.33171568552072,2,2,1,4,"Medium","Moderate"
"146","Bath, ME","ME","Northeast",43.9316919,-69.8444943,337.507706666667,-0.145,-0.116,0.0065779728746289,-0.722048221554705,0.708029507024021,-0.397671591185153,0.505489591539347,4,2,1,8,"High","High"
"147","Bath, NC","NC","Southeast",35.471322,-76.8109984,87.4999568181818,0.145,1.036,-1.36714353153394,-1.33435000471847,-0.922176548191523,1.85857522558304,0.28819580563573,1,1,3,3,"Low","Moderate"
"148","Baxter Estates, NY","NY","Northeast",40.833771,-73.6947594,266.233650263158,-0.182,-0.12,-0.83482849708751,0.344880185018972,-0.472722705231916,-0.572752769548605,-1.59952874181175,3,1,1,3,"Low","Moderate"
"149","Bay City, OR","OR","West Coast",45.5210606,-123.8861257,232.706711,-0.182,-0.12,-0.563757149407299,-0.698641447810764,-0.475611623399147,0.754191978219293,0.801344793914642,2,1,1,2,"Low","Low"
"150","Bay City, TX","TX","Southeast",28.9815884,-95.9609284,108.383499259259,0.017,-0.109,1.25658809797218,0.746763826079303,1.69252651866246,-0.316774840798758,1.00499028020153,1,3,1,3,"Low","Moderate"
"151","Bay Harbor Islands, FL","FL","Southeast",25.888383,-80.1336014,102.159707307692,-0.182,-0.12,0.0478757120421693,1.19981752013195,0.320005674253389,-0.212266547978412,-0.278516530658407,1,2,1,2,"Low","Low"
"152","Bay Head, NJ","NJ","Northeast",40.0703149,-74.0481623,245.709111923077,-0.052,-0.023,-1.12007411209697,-1.01210908324005,-0.511701753952497,1.6232407837422,-1.71457231292848,3,1,1,3,"Low","Moderate"
"153","Bay Minette, AL","AL","Southeast",30.8944358,-87.7913063,125.166906,-0.132,-0.115,0.911949925918864,0.193453645393695,1.00675659902911,0.611905981300807,0.970403493664366,1,3,1,3,"Low","Moderate"
"154","Bay Park, NY","NY","Northeast",40.631817,-73.6685205,264.873094318182,-0.182,-0.12,-0.776676971094893,-0.850031026195758,-1.13156259889693,-0.538905851564849,-1.33324573305065,3,1,1,3,"Low","Moderate"
"155","Bay Pines, FL","FL","Southeast",27.8167042,-82.7775227,133.947749666667,-0.182,-0.12,-0.42104705009284,-0.831463575081482,-0.759632620243275,0.544172116984319,0.620498400637909,2,1,1,2,"Low","Low"
"156","Bay Point, CA","CA","West Coast",38.032742,-121.9609577,240.838254166667,-0.182,-0.12,1.61803799015677,2.15571696185055,0.850033732609683,-0.694316174746814,0.368507787477958,2,3,1,6,"Medium-high","Moderate"
"157","Bay Shore, NY","NY","Northeast",40.7303131,-73.2493195,265.737677833333,-0.09,-0.117,0.521042763302761,1.12798317028299,0.313999315111726,-0.721789887512511,-0.591008955028126,3,2,1,6,"Medium-high","Moderate"
"158","Bay St. Louis, MS","MS","Southeast",30.3211793,-89.3544275,118.309574,0.146,-0.095,0.51902938384703,-0.463179444270534,0.79280161410991,0.595153175205432,0.694406928579845,1,2,2,4,"Medium","Moderate"
"159","Bayboro, NC","NC","Southeast",35.1492733,-76.769351,86.8895138888889,-0.069,-0.054,2.18629096124478,0.511924678831926,1.82020464319734,1.08168115768288,1.84633409782745,1,4,1,4,"Medium","Moderate"
"160","Bayonet Point, FL","FL","Southeast",28.3247064,-82.6839601,136.041363703704,-0.182,-0.12,0.83171545724331,-0.33112326136808,0.619497364482333,1.75172696524099,0.899116753476025,2,3,1,6,"Medium-high","Moderate"
"161","Bayonne, NJ","NJ","Northeast",40.6625304,-74.1101916,258.252265769231,-0.132,-0.119,0.0734138176872051,0.921453095981094,0.397533093768288,-0.283990946365566,-0.115458558876277,3,2,1,6,"Medium-high","Moderate"
"162","Bayou Blue, LA","LA","Southeast",29.6324818,-90.6689631,116.675736842105,-0.182,-0.12,1.30642206396855,-0.119184635201656,0.397240138342331,-0.35917941918299,1.53946040215695,1,3,1,3,"Low","Moderate"
"163","Bayou Cane, LA","LA","Southeast",29.6243815,-90.7510191,120.065931111111,-0.182,-0.12,0.167926668568977,-0.0125655532736578,0.0673297263262195,-0.227644768426074,0.682005812167728,1,2,1,2,"Low","Low"
"164","Bayou L'Ourse, LA","LA","Southeast",29.7174115,-91.0606103,127.6109575,-0.182,-0.12,2.82480752751507,-0.392553156707153,1.34551091691228,-0.28514117427986,2.13904505587533,2,4,1,8,"High","High"
"165","Bayou La Batre, AL","AL","Southeast",30.407586,-88.2632709,133.59102,4.111,1.685,2.27418943564786,1.28818178799808,1.79311578541952,0.217928519823191,0.942150844254431,2,4,4,32,"High","High"
"166","Bayou Vista, LA","LA","Southeast",29.6905713,-91.2669802,129.104505555556,-0.178,-0.119,1.12350218842633,-0.363676192805569,0.250492921744418,0.107334187510055,1.35544221376794,2,2,1,4,"Medium","Moderate"
"167","Bayou Vista, TX","TX","Southeast",29.3255703,-94.9392078,137.564702101449,-0.182,-0.12,-1.02607215048346,-1.14565083007663,-0.954566066451726,-0.237180253974511,0.0182960037863605,2,1,1,2,"Low","Low"
"168","Bayport, NY","NY","Northeast",40.7459836,-73.0563882,267.00451359375,-0.182,-0.12,-0.668253602937903,-0.720844043018147,-0.593434905189536,0.0474860149401992,-1.38657485601513,3,1,1,3,"Low","Moderate"
"169","Bayshore Gardens, FL","FL","Southeast",27.4330203,-82.5780722,124.759355,-0.182,-0.12,0.642965152580355,0.376546023996891,0.623677883613995,1.05046620361421,1.31173324345257,1,3,1,3,"Low","Moderate"
"170","Bayshore, NC","NC","Southeast",34.2886666,-77.8037965,54.0777454938272,-0.182,-0.12,0.0227446939693955,-0.856181031628474,0.745321801803887,-0.0449164239572228,-0.127743645183381,1,1,1,1,"Low","Low"
"171","Bayside, TX","TX","Southeast",28.096046,-97.2108733,80.3628202941177,-0.132,-0.028,0.469396169186617,-0.663167977578681,1.21629459130446,0.681246398374829,0.96947444272266,1,3,1,3,"Low","Moderate"
"172","Baytown, TX","TX","Southeast",29.7593673,-94.9629553,120.193659583333,-0.059,-0.118,0.987898511925182,1.07642725826707,0.289559727794461,-0.157770718809895,0.704794950899234,1,3,1,3,"Low","Moderate"
"173","Bayview (Humboldt County), CA","CA","West Coast",40.7653347,-124.1786052,208.472445645161,-0.182,-0.12,0.73066278441503,-0.225813909670763,-0.194772173939792,0.0790899377632393,1.01767605338629,2,2,1,4,"Medium","Moderate"
"174","Bayview, TX","TX","Southeast",26.1334414,-97.3976323,84.3369772727273,-0.182,-0.12,-1.1107019862922,-0.267332256155831,-1.10568037867182,1.0889171910052,0.00458733376853846,1,1,1,1,"Low","Low"
"175","Bayville, NY","NY","Northeast",40.9072567,-73.561166,269.365162894737,-0.182,-0.12,-1.1094884245978,-0.745459787849796,-0.928023696356421,0.0185398692308882,-1.16700838830385,3,1,1,3,"Low","Moderate"
"176","Baywood, NY","NY","Northeast",40.7533535,-73.2899258,265.737677833333,-0.182,-0.12,-0.306347542686959,0.562006340893962,-0.635352808528435,-1.2192907194687,-0.757306549208492,3,1,1,3,"Low","Moderate"
"177","Beach City, TX","TX","Southeast",29.7388818,-94.8466805,122.032698690476,-0.182,-0.12,-0.15167455018028,-0.689187759776806,-1.19619592557768,0.385935369753249,0.172034637223125,1,1,1,1,"Low","Low"
"178","Beach Haven, NJ","NJ","Northeast",39.5760308,-74.251791,231.413306774194,-0.129,-0.081,-0.963397128972898,-1.23854927056453,-0.683665486803849,1.41008514669761,-0.597923926865442,2,1,1,2,"Low","Low"
"179","Beachwood, NJ","NJ","Northeast",39.9284047,-74.2021886,242.190573,-0.182,-0.12,-0.258154579712679,-0.450865631528896,-0.412646738937025,-0.964130528950714,-0.63498682052107,3,1,1,3,"Low","Moderate"
"180","Beacon Square, FL","FL","Southeast",28.2112135,-82.7506845,135.106696551724,-0.182,-0.12,0.861591913766159,-0.190649357674278,1.5216735792662,1.53855567098332,0.937751947587411,2,3,1,6,"Medium-high","Moderate"
"181","Bear Creek, AK","AK","Alaska",60.2080603,-149.3697788,303.992815625,-0.182,-0.12,0.594989594921186,-1.02153189922424,-0.82063213813233,-1.56658359024176,1.28648208581068,4,1,1,4,"Medium","Moderate"
"182","Bear Creek, FL","FL","Southeast",27.7581027,-82.7287733,132.8242346875,-0.182,-0.12,0.199344588778433,-0.49598410740485,1.07689297501937,0.125523947540901,0.286507307586882,2,2,1,4,"Medium","Moderate"
"183","Bear, DE","DE","Northeast",39.6187759,-75.6802966,326.577348,-0.182,-0.12,0.120093788277294,0.507587463973201,-0.147274102157841,-1.15809948005281,0.325798497777875,4,1,1,4,"Medium","Moderate"
"184","Beaufort, NC","NC","Southeast",34.7291013,-76.6537605,116.563121290323,2.57,0.5,0.933128876222504,-0.623840293550479,1.08091506580423,0.206811108744414,0.656306398589767,1,2,4,8,"High","High"
"185","Beaufort, SC","SC","Southeast",32.4482469,-80.7105091,42.6580264705882,0.741,-0.052,0.275076791456679,0.387669452809915,0.466202449536153,-0.958182415574772,0.45543134062017,1,2,2,4,"Medium","Moderate"
"186","Beaumont, TX","TX","Southeast",30.0849134,-94.1453101,131.093574583333,-0.175,-0.119,0.547279858361483,0.657671179056821,0.563115569541509,-0.036538928359209,0.653873387948303,2,2,1,4,"Medium","Moderate"
"187","Beaux Arts Village, WA","WA","West Coast",47.5852954,-122.2009196,146.7251,-0.182,-0.12,-1.12342416125301,-1.08655043341793,-1.17106819362058,0.480337007797946,-1.86698715537103,2,1,1,2,"Low","Low"
"188","Bedford Hills, NY","NY","Northeast",41.2405675,-73.6880765,290.5370715,-0.182,-0.12,-0.702906138248521,1.59340322119959,-0.717804378438126,-0.975459496209886,-0.144534440965727,4,1,1,4,"Medium","Moderate"
"189","Bee Ridge, FL","FL","Southeast",27.2843,-82.473077,122.095259642857,-0.182,-0.12,-0.399717712744615,-0.658786346495848,-0.596704405527051,1.05315866175294,0.0771280188559902,1,1,1,1,"Low","Low"
"190","Belfair, WA","WA","West Coast",47.4489511,-122.8491078,127.594293333333,-0.182,-0.12,0.790345222384181,0.231570762479332,1.01763971995367,0.695625891325227,1.29412256859424,2,3,1,6,"Medium-high","Moderate"
"191","Belfast, ME","ME","Northeast",44.425874,-69.0264178,288.4065525,-0.035,-0.096,0.221170845800213,-0.402891293234797,0.571442012394467,0.280151238751991,0.70954526260928,4,2,1,8,"High","High"
"192","Belford, NJ","NJ","Northeast",40.4281461,-74.0785714,257.801977222222,1.202,0.62,-1.16317135806009,-0.744536080411055,-1.15991737295931,-1.0420915418408,-1.50768398357221,3,1,3,9,"High","High"
"193","Belhaven, NC","NC","Southeast",35.5429611,-76.6231113,88.5274136363636,0.333,0.139,2.08897364265162,-0.0116055535641894,1.85413273784928,1.8752725000199,1.48493652767697,1,4,2,8,"High","High"
"194","Bell Canyon, CA","CA","West Coast",34.2080769,-118.6876258,288.429663333333,-0.182,-0.12,-0.968897638502865,-0.392372540827648,-1.05993041169917,-0.875687903305428,-3.88969753383891,4,1,1,4,"Medium","Moderate"
"195","Bell Gardens, CA","CA","West Coast",33.9643785,-118.1544369,276.735341904762,-0.182,-0.12,2.12207569662413,3.10050318718801,2.27134876049444,-0.405357475473789,0.53592140333529,4,4,1,16,"High","High"
"196","Bell, CA","CA","West Coast",33.9797042,-118.1792494,276.423494,-0.182,-0.12,2.04646448143295,2.84855926048656,1.65756352749557,-0.488276204650333,0.618372840971227,4,4,1,16,"High","High"
"197","Bellaire, TX","TX","Southeast",29.7039962,-95.4632754,113.109186666667,-0.182,-0.12,-1.41601167749611,-0.0756922627756758,-1.15510221005127,-0.56437841093793,-2.05153508956039,1,1,1,1,"Low","Low"
"198","Belle Chasse, LA","LA","Southeast",29.8421727,-90.0067989,107.644516842105,2.21,0.072,-0.28312051967197,-0.0860118436514773,-0.425295790458159,-0.910987355485966,0.160365627300051,1,1,4,4,"Medium","Moderate"
"199","Belle Glade, FL","FL","Southeast",26.687028,-80.6669964,91.032432962963,-0.182,-0.12,2.67668641832765,2.21266486672039,3.38997428314178,0.153985949247203,1.22494629488359,1,4,1,4,"Medium","Moderate"
"200","Belle Rose, LA","LA","Southeast",30.0421349,-91.0497518,115.054668,-0.182,-0.12,0.955989867920938,0.118998355311301,-0.022974725848743,1.54945849232593,0.858946112347897,1,3,1,3,"Low","Moderate"
"201","Belleair Beach, FL","FL","Southeast",27.9312443,-82.8365752,136.15877234375,-0.182,-0.12,-1.01280429814766,-0.834358950577148,-0.57855545148473,2.16102184513554,-1.56129893286259,2,1,1,2,"Low","Low"
"202","Belleair Bluffs, FL","FL","Southeast",27.9196193,-82.8197504,135.716495645161,-0.182,-0.12,-0.0979138135809565,-0.779086974597191,-0.161146731290823,1.04962938985465,0.620523257360878,2,2,1,4,"Medium","Moderate"
"203","Belleair, FL","FL","Southeast",27.9359742,-82.8127774,136.15877234375,-0.182,-0.12,-0.578514806911287,-0.804277374494121,-1.09850884444167,0.664084080698648,-0.519319122600264,2,1,1,2,"Low","Low"
"204","Bellefonte, DE","DE","Northeast",39.7668923,-75.4981634,256.753635,-0.182,-0.12,-0.41823229687842,-0.845266803896858,-0.617438671322741,-1.84115479919968,0.0463075901510424,3,1,1,3,"Low","Moderate"
"205","Bellevue, WA","WA","West Coast",47.5978639,-122.1564793,146.7251,-0.182,-0.12,-0.848895425930145,0.797740202352668,-0.49386585745468,-0.623612792079921,-0.746662404154177,2,1,1,2,"Low","Low"
"206","Bellflower, CA","CA","West Coast",33.8878214,-118.1272504,275.937235,-0.182,-0.12,0.655224200362826,1.73737947513035,0.562362301124641,-0.231562522132122,0.341834093952214,4,3,1,12,"High","High"
"207","Bellingham, MA","MA","Northeast",42.091534,-71.4757133,213.610756,-0.182,-0.12,-0.367963715947073,-0.287202188856915,-0.862529548050076,-1.04572503595361,-0.379795062105501,2,1,1,2,"Low","Low"
"208","Bellingham, WA","WA","West Coast",48.7526197,-122.469657,150.497451666667,4.638,-0.066,0.284894787196601,-0.435613096093977,0.18525516054187,-0.472142229499719,0.51722282364212,2,2,4,16,"High","High"
"209","Bellmawr, NJ","NJ","Northeast",39.8663561,-75.0946697,253.794673571429,-0.182,-0.12,0.733882700215923,0.138253209904327,1.01138514633319,-0.268542053702169,0.333790956825006,3,2,1,6,"Medium-high","Moderate"
"210","Bellmore, NY","NY","Northeast",40.6602385,-73.5265973,263.490085625,-0.182,-0.12,-0.797803193618058,-0.4740130991657,-1.03835056071422,-0.635428138914725,-1.63348274674747,3,1,1,3,"Low","Moderate"
"211","Bellport, NY","NY","Northeast",40.7509502,-72.9413254,268.260976818182,-0.182,-0.12,-0.813017398907698,-0.707917159679943,-0.829763100311838,0.75244783238798,-1.3431939096528,3,1,1,3,"Low","Moderate"
"212","Bellview, FL","FL","Southeast",30.4647869,-87.3092499,133.797643333333,-0.182,-0.12,-0.146402632529951,-0.253195308347658,-0.302329348814762,-0.176151132671832,0.566898232130733,2,1,1,2,"Low","Low"
"213","Belmar/South Belmar, NJ","NJ","Northeast",40.1796631,-74.0244398,250.56870826087,0.381,-0.046,-0.0587209060066357,-0.52439129561641,-0.131532268031942,-0.519778140831477,-0.121127711724853,3,1,2,6,"Medium-high","Moderate"
"214","Belmont, CA","CA","West Coast",37.5143975,-122.2944751,277.966560434783,-0.182,-0.12,-0.951747661361472,0.469762159960127,-0.811092739935676,-0.700545487680429,-1.25563926993144,4,1,1,4,"Medium","Moderate"
"215","Belmont, ME","ME","Northeast",44.3886644,-69.119442,291.8860775,-0.182,-0.12,0.353331560639731,-0.755224513504827,-0.331534622146292,0.399772772329973,1.21018663790261,4,2,1,8,"High","High"
"216","Belvedere, CA","CA","West Coast",37.8743657,-122.4716178,267.928075350877,-0.182,-0.12,-1.03163393643091,-0.702618616929892,-0.995934343810513,2.07179302529606,-2.33067258340436,3,1,1,3,"Low","Moderate"
"217","Belville, NC","NC","Southeast",34.2193484,-77.9985927,47.1098529333333,-0.182,-0.12,-0.358456096851807,-0.345466553321074,-1.08404009675771,-1.18305102929723,0.0784804117500935,1,1,1,1,"Low","Low"
